determinand.definition,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,pH,"Nitrogen, Total Oxidised as N",Nitrate as N,Nitrite as N,"Orthophosphate, reactive as P","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Temperature of Water,BOD : 5 Day ATU,"Oxygen, Dissolved as O2","Nitrate, Filtered as N","Ammoniacal Nitrogen, Filtered as N","Nitrite, Filtered as N","Orthophosphate, Filtered as P","Nitrogen, Total Oxidised, Filtered as N",Turbidity : In Situ,Chlorophyll : Acetone Extract,Sample Depth below surface,Water Depth,Volume of Sample Filtered,NGR : Easting,NGR : Northing,"Nitrogen, Dissolved Inorganic : as N",Time of high tide,Time of sampling relative to previous high water,"Silicate, Filtered as SiO2"
1200,2007-08-23T08:22:00,471800,104300,ESTUARINE WATER,,8.04,,,,,100.4,34.02,17.0,,,0.096,0.022,0.004,0.01,0.1,,,,,,,,,,,
1201,2007-08-23T08:34:00,470300,104550,ESTUARINE WATER,,8.06,,,,,100.4,33.84,16.74,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1202,2007-08-23T08:44:00,470600,103800,ESTUARINE WATER,,8.05,,,,,100.2,34.03,17.02,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1203,2007-08-23T14:14:00,470680,105280,FINAL SEWAGE EFFLUENT,28.6,7.35,1.0,0.9,0.1,0.5,,,18.64,9.23,,,,,,,16.9,,,,,,,,,,
1204,2007-08-31T10:07:00,470680,105280,FINAL SEWAGE EFFLUENT,34.2,7.52,1.0,0.9,0.1,0.586,,,19.19,3.57,,,,,,,12.0,,,,,,,,,,
1205,2007-09-05T11:31:00,470680,105280,FINAL SEWAGE EFFLUENT,37.5,7.42,1.0,0.9,0.1,0.5,,,20.2,6.38,,,,,,,14.3,,,,,,,,,,
1206,2007-09-05T12:02:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.56,3.7,3.68,0.0236,0.217,122.1,,18.44,,11.4,,,,,,,,,,,,,,,,
1207,2007-09-06T07:01:00,468670,99700,ESTUARINE WATER,,8.06,,,,,92.4,35.29,17.93,,,0.122,0.033,0.004,0.01,0.126,,,,,,,,,,,
1208,2007-09-06T07:11:00,469000,101200,ESTUARINE WATER,,8.15,,,,,105.6,35.22,18.0,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1209,2007-09-06T07:21:00,468380,101980,ESTUARINE WATER,,8.1,,,,,95.4,35.3,17.96,,,0.191,0.05,0.004,0.01,0.195,,,,,,,,,,,
1210,2007-09-06T07:48:00,467500,104000,ESTUARINE WATER,,8.14,,,,,99.4,35.32,18.1,,,0.096,0.023,0.004,0.01,0.1,,,,,,,,,,,
1211,2007-09-06T08:11:00,470300,102000,ESTUARINE WATER,,8.14,,,,,100.8,35.39,18.05,,,0.155,0.05,0.004,0.01,0.159,,,,,,,,,,,
1212,2007-09-06T08:21:00,471800,104300,ESTUARINE WATER,,8.2,,,,,104.8,35.39,17.92,,,0.096,0.122,0.004,0.01,0.1,,,,,,,,,,,
1213,2007-09-06T08:34:00,470300,104550,ESTUARINE WATER,,8.19,,,,,106.0,34.27,17.8,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1214,2007-09-06T08:44:00,470600,103800,ESTUARINE WATER,,8.18,,,,,106.4,35.16,18.04,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1215,2007-09-06T11:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,20.9,,,,,,,,,,,,,,,,,
1216,2007-09-13T09:02:00,464200,96000,SEA WATER,,8.12,,,,,114.2,35.072,18.19,,,0.096,0.02,0.004,0.01,0.1,,,,,,,,,,,
1217,2007-09-19T09:35:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1218,2007-09-19T10:19:00,470680,105280,FINAL SEWAGE EFFLUENT,35.2,7.46,1.0,0.9,0.1,0.5,,,18.7,12.2,,,,,,,23.0,,,,,,,,,,
1219,2007-09-21T12:48:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,9.94,,,,,,,,,,,,,,,,,
1220,2007-09-24T10:43:00,470680,105280,FINAL SEWAGE EFFLUENT,27.3,7.57,1.0,0.9,0.1,0.5,,,18.83,27.4,,,,,,,65.5,,,,,,,,,,
1221,2007-09-28T12:53:00,470680,105280,FINAL SEWAGE EFFLUENT,30.7,7.29,3.21,0.34,2.87,0.5,,,18.65,9.23,,,,,,,19.5,,,,,,,,,,
1222,2007-10-01T12:16:00,470680,105280,FINAL SEWAGE EFFLUENT,21.4,7.09,3.82,0.46,3.36,1.36,,,18.76,11.4,,,,,,,43.5,,,,,,,,,,
1223,2007-10-01T12:39:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.067,7.77,1.9,1.87,0.0313,0.112,88.9,,14.55,2.6,9.03,,,,,,,,,,,,,,,,
1224,2007-10-10T12:35:00,470680,105280,FINAL SEWAGE EFFLUENT,0.848,6.89,11.1,9.5,1.6,2.01,,,18.71,8.07,,,,,,,22.2,,,,,,,,,,
1225,2007-10-17T09:22:00,466500,93300,ESTUARINE WATER,,8.095,,,,,,,,,,,,,,,,,,,,,,,,,
1226,2007-10-19T10:17:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,6.98,7.54,7.44,0.1,3.96,,,17.51,17.4,,,,,,,46.3,,,,,,,,,,
1227,2007-11-01T13:06:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.2,3.99,3.88,0.107,5.76,,,17.99,10.5,,,,,,,16.2,,,,,,,,,,
1228,2007-11-05T12:36:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.26,3.11,3.01,0.1,3.92,,,17.53,7.86,,,,,,,10.3,,,,,,,,,,
1229,2007-11-09T12:57:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.19,4.53,4.43,0.1,4.82,,,16.23,3.96,,,,,,,8.8,,,,,,,,,,
1230,2007-11-15T14:33:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.22,3.13,3.03,0.1,5.0,,,16.09,4.59,,,,,,,9.9,,,,,,,,,,
1231,2007-11-20T12:22:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.05,4.94,4.84,0.1,2.05,,,13.76,7.09,,,,,,,12.6,,,,,,,,,,
1232,2007-11-30T10:00:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.33,3.63,3.53,0.1,2.73,,,15.12,3.08,,,,,,,8.3,,,,,,,,,,
1233,2007-11-30T10:22:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.14,2.85,2.84,0.0137,0.08900000000000001,101.7,,9.98,1.6,11.5,,,,,,,,,,,,,,,,
1234,2007-12-03T10:21:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.42,2.45,2.35,0.1,2.21,,,13.22,4.14,,,,,,,9.1,,,,,,,,,,
1235,2007-12-04T09:06:00,468670,99700,ESTUARINE WATER,,7.94,,,,,94.3,33.31,9.53,,,0.183,0.05,0.0072,0.028,0.19,,,,,,,,,,,
1236,2007-12-04T09:13:00,469000,101200,ESTUARINE WATER,,7.95,,,,,94.6,33.27,9.52,,,0.183,0.05,0.0071,0.027000000000000003,0.19,,,,,,,,,,,
1237,2007-12-04T09:22:00,468380,101980,ESTUARINE WATER,,7.97,,,,,94.7,33.39,9.81,,,0.183,0.045,0.0069,0.028,0.19,,,,,,,,,,,
1238,2007-12-04T09:41:00,467500,104000,ESTUARINE WATER,,7.93,,,,,94.3,33.08,9.25,,,0.193,0.056,0.0074,0.027000000000000003,0.2,,,,,,,,,,,
1239,2007-12-04T09:58:00,470300,102000,ESTUARINE WATER,,7.91,,,,,96.6,32.19,8.51,,,0.222,0.079,0.0079,0.026,0.23,,,,,,,,,,,
1240,2007-12-04T10:05:00,471800,104300,ESTUARINE WATER,,7.91,,,,,95.6,32.03,8.48,,,0.292,0.068,0.0081,0.023,0.3,,,,,,,,,,,
1241,2007-12-04T10:14:00,470300,104550,ESTUARINE WATER,,7.92,,,,,95.7,32.47,8.54,,,0.182,0.07200000000000001,0.0079,0.022,0.19,,,,,,,,,,,
1242,2007-12-04T10:21:00,470600,103800,ESTUARINE WATER,,7.92,,,,,96.3,32.09,8.47,,,0.272,0.079,0.0083,0.024,0.28,,,,,,,,,,,
1243,2007-12-10T10:04:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.06,3.9,3.8,0.1,2.27,,,13.09,5.38,,,,,,,14.7,,,,,,,,,,
1244,2007-12-17T12:42:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.059,8.35,2.85,2.83,0.0225,0.093,110.7,,5.71,1.3,13.9,,,,,,,,,,,,,,,,
1245,2007-12-17T13:32:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.18,5.02,4.92,0.1,3.0,,,13.57,8.79,,,,,,,6.9,,,,,,,,,,
1246,2007-12-18T10:48:00,464200,96000,SEA WATER,,8.19,,,,,98.6,34.634,7.02,,,0.183,0.028,0.0068,0.025,0.19,,,,,,,,,,,
1247,2008-01-03T11:21:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,7.28,3.98,3.88,0.1,3.18,,,12.8,7.71,,,,,,,11.3,,,,,,,,,,
1248,2008-01-03T11:50:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.55,2.23,2.21,0.0194,0.095,101.4,,4.83,1.0,13.0,,,,,,,,,,,,,,,,
